DFHG urns,CITE urns
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_quartusdecimus:120,urn:cite:lofts:fhg.ephorus:120
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_quartusdecimus:121,urn:cite:lofts:fhg.ephorus:121
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_quartusdecimus:121.a,urn:cite:lofts:fhg.ephorus:121.a
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_quintusdecimus_et_sextusdecimus:122,urn:cite:lofts:fhg.ephorus:122
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_quintusdecimus_et_sextusdecimus:123,urn:cite:lofts:fhg.ephorus:123
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_quintusdecimus_et_sextusdecimus:123,urn:cite:lofts:fhg.ephorus:123
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_quintusdecimus_et_sextusdecimus:123,urn:cite:lofts:fhg.ephorus:123
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_quintusdecimus_et_sextusdecimus:124,urn:cite:lofts:fhg.ephorus:124
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_quintusdecimus_et_sextusdecimus:125,urn:cite:lofts:fhg.ephorus:125
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusseptimus:126,urn:cite:lofts:fhg.ephorus:126
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusseptimus:127,urn:cite:lofts:fhg.ephorus:127
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusseptimus:127,urn:cite:lofts:fhg.ephorus:127
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusseptimus:127,urn:cite:lofts:fhg.ephorus:127
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusseptimus:127,urn:cite:lofts:fhg.ephorus:127
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusseptimus:128,urn:cite:lofts:fhg.ephorus:128
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusseptimus:128,urn:cite:lofts:fhg.ephorus:128
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusseptimus:129,urn:cite:lofts:fhg.ephorus:129
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusoctavus:130,urn:cite:lofts:fhg.ephorus:130
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusoctavus:131,urn:cite:lofts:fhg.ephorus:131
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusoctavus:132,urn:cite:lofts:fhg.ephorus:132
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusoctavus:133,urn:cite:lofts:fhg.ephorus:133
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusnonus:134,urn:cite:lofts:fhg.ephorus:134
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusnonus:134,urn:cite:lofts:fhg.ephorus:134
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusnonus:135,urn:cite:lofts:fhg.ephorus:135
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusnonus:136,urn:cite:lofts:fhg.ephorus:136
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusnonus:137,urn:cite:lofts:fhg.ephorus:137
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_decimusnonus:137,urn:cite:lofts:fhg.ephorus:137
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_vigesimus:138,urn:cite:lofts:fhg.ephorus:138
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_vigesimus:139,urn:cite:lofts:fhg.ephorus:139
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_vigesimus:140,urn:cite:lofts:fhg.ephorus:140
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_vigesimus:141,urn:cite:lofts:fhg.ephorus:141
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_vigesimus:141,urn:cite:lofts:fhg.ephorus:141
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_vigesimus:141.a,urn:cite:lofts:fhg.ephorus:141.a
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_vigesimus:142,urn:cite:lofts:fhg.ephorus:142
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_vigesimus:143,urn:cite:lofts:fhg.ephorus:143
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_vigesimus:144,urn:cite:lofts:fhg.ephorus:144
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.libri_xxi—xxix:145,urn:cite:lofts:fhg.ephorus:145
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.libri_xxi—xxix:145,urn:cite:lofts:fhg.ephorus:145
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.libri_xxi—xxix:146,urn:cite:lofts:fhg.ephorus:146
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.libri_xxi—xxix:146.a,urn:cite:lofts:fhg.ephorus:146.a
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.libri_xxi—xxix:147,urn:cite:lofts:fhg.ephorus:147
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.libri_xxi—xxix:148,urn:cite:lofts:fhg.ephorus:148
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.libri_xxi—xxix:148,urn:cite:lofts:fhg.ephorus:148
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.libri_xxi—xxix:149,urn:cite:lofts:fhg.ephorus:149
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.libri_xxi—xxix:149.a,urn:cite:lofts:fhg.ephorus:149.a
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.libri_xxi—xxix:150,urn:cite:lofts:fhg.ephorus:150
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.libri_xxi—xxix:150,urn:cite:lofts:fhg.ephorus:150
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_trigesimus:151,urn:cite:lofts:fhg.ephorus:151
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_trigesimus:152,urn:cite:lofts:fhg.ephorus:152
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_trigesimus:152,urn:cite:lofts:fhg.ephorus:152
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_trigesimus:153,urn:cite:lofts:fhg.ephorus:153
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_trigesimus:153,urn:cite:lofts:fhg.ephorus:153
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_trigesimus:154,urn:cite:lofts:fhg.ephorus:154
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_trigesimus:155,urn:cite:lofts:fhg.ephorus:155
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_trigesimus:156,urn:cite:lofts:fhg.ephorus:156
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_trigesimus:156,urn:cite:lofts:fhg.ephorus:156
urn:lofts:fhg.ephorus.ephori_fragmenta.historiae.liber_trigesimus:157,urn:cite:lofts:fhg.ephorus:157
urn:lofts:fhg.ephorus.ephori_fragmenta.libri_de_inventis:158,urn:cite:lofts:fhg.ephorus:158
urn:lofts:fhg.ephorus.ephori_fragmenta.libri_de_inventis:159,urn:cite:lofts:fhg.ephorus:159
urn:lofts:fhg.ephorus.ephori_fragmenta.libri_de_inventis:160,urn:cite:lofts:fhg.ephorus:160
urn:lofts:fhg.ephorus.ephori_fragmenta.libri_de_inventis:161,urn:cite:lofts:fhg.ephorus:161
urn:lofts:fhg.ephorus.ephori_fragmenta.libri_de_inventis:161,urn:cite:lofts:fhg.ephorus:161
urn:lofts:fhg.ephorus.ephori_fragmenta.libri_de_inventis:162,urn:cite:lofts:fhg.ephorus:162
urn:lofts:fhg.ephorus.ephori_fragmenta.de_dictione:163,urn:cite:lofts:fhg.ephorus:163
urn:lofts:fhg.ephorus.ephori_fragmenta.de_dictione:163,urn:cite:lofts:fhg.ephorus:163
urn:lofts:fhg.ephorus.ephori_fragmenta.de_dictione:163,urn:cite:lofts:fhg.ephorus:163
urn:lofts:fhg.ephorus.ephori_fragmenta.liber_de_rebus_patriis:164,urn:cite:lofts:fhg.ephorus:164
urn:lofts:fhg.ephorus.ephori_fragmenta.liber_de_rebus_patriis:164,urn:cite:lofts:fhg.ephorus:164
urn:lofts:fhg.ephorus.ephori_fragmenta.liber_de_rebus_patriis:164,urn:cite:lofts:fhg.ephorus:164
urn:lofts:fhg.ephorus.ephori_fragmenta.liber_de_rebus_patriis:164,urn:cite:lofts:fhg.ephorus:164
urn:lofts:fhg.ephorus.ephori_fragmenta.liber_de_rebus_patriis:164,urn:cite:lofts:fhg.ephorus:164
urn:lofts:fhg.ephorus.ephori_fragmenta.liber_de_rebus_patriis:164,urn:cite:lofts:fhg.ephorus:164
urn:lofts:fhg.ephorus.ephori_fragmenta.liber_de_rebus_patriis:164,urn:cite:lofts:fhg.ephorus:164
urn:lofts:fhg.ephorus.ephori_fragmenta.liber_de_rebus_patriis:165,urn:cite:lofts:fhg.ephorus:165
urn:lofts:fhg.theopompus.theopompi_fragmenta.epitome_historiarum_herodoti:1,urn:cite:lofts:fhg.theopompus:1
urn:lofts:fhg.theopompus.theopompi_fragmenta.epitome_historiarum_herodoti:2,urn:cite:lofts:fhg.theopompus:2
urn:lofts:fhg.theopompus.theopompi_fragmenta.epitome_historiarum_herodoti:3,urn:cite:lofts:fhg.theopompus:3
urn:lofts:fhg.theopompus.theopompi_fragmenta.epitome_historiarum_herodoti:4,urn:cite:lofts:fhg.theopompus:4
urn:lofts:fhg.theopompus.theopompi_fragmenta.epitome_historiarum_herodoti:5,urn:cite:lofts:fhg.theopompus:5
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_i:6,urn:cite:lofts:fhg.theopompus:6
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_i:7,urn:cite:lofts:fhg.theopompus:7
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_i:8,urn:cite:lofts:fhg.theopompus:8
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_ii:9,urn:cite:lofts:fhg.theopompus:9
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_ii:10,urn:cite:lofts:fhg.theopompus:10
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_iii:11,urn:cite:lofts:fhg.theopompus:11
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_iv:12,urn:cite:lofts:fhg.theopompus:12
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_iv:13,urn:cite:lofts:fhg.theopompus:13
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_iv:14,urn:cite:lofts:fhg.theopompus:14
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_vii:15,urn:cite:lofts:fhg.theopompus:15
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_viii:15.a,urn:cite:lofts:fhg.theopompus:15.a
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_viii:16,urn:cite:lofts:fhg.theopompus:16
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_viii:17,urn:cite:lofts:fhg.theopompus:17
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_viii:18,urn:cite:lofts:fhg.theopompus:18
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_viii:19,urn:cite:lofts:fhg.theopompus:19
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_ix:20,urn:cite:lofts:fhg.theopompus:20
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_x:21,urn:cite:lofts:fhg.theopompus:21
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_x:22,urn:cite:lofts:fhg.theopompus:22
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_xi:23,urn:cite:lofts:fhg.theopompus:23
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_xi:24,urn:cite:lofts:fhg.theopompus:24
urn:lofts:fhg.theopompus.theopompi_fragmenta.hellenica.liber_xi:25,urn:cite:lofts:fhg.theopompus:25
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_i:26,urn:cite:lofts:fhg.theopompus:26
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_i:27,urn:cite:lofts:fhg.theopompus:27
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_i:28,urn:cite:lofts:fhg.theopompus:28
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_i:29,urn:cite:lofts:fhg.theopompus:29
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_i:30,urn:cite:lofts:fhg.theopompus:30
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_i:31,urn:cite:lofts:fhg.theopompus:31
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_i:32,urn:cite:lofts:fhg.theopompus:32
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_i:33,urn:cite:lofts:fhg.theopompus:33
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_i:34,urn:cite:lofts:fhg.theopompus:34
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_i:35,urn:cite:lofts:fhg.theopompus:35
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_i:36,urn:cite:lofts:fhg.theopompus:36
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_i:37,urn:cite:lofts:fhg.theopompus:37
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_i:38,urn:cite:lofts:fhg.theopompus:38
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_i:39,urn:cite:lofts:fhg.theopompus:39
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_i:40,urn:cite:lofts:fhg.theopompus:40
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_ii:41,urn:cite:lofts:fhg.theopompus:41
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_ii:42,urn:cite:lofts:fhg.theopompus:42
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_ii:43,urn:cite:lofts:fhg.theopompus:43
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_ii:43,urn:cite:lofts:fhg.theopompus:43
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_ii:44,urn:cite:lofts:fhg.theopompus:44
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_ii:45,urn:cite:lofts:fhg.theopompus:45
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_ii:46,urn:cite:lofts:fhg.theopompus:46
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_iii:47,urn:cite:lofts:fhg.theopompus:47
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_iii:48,urn:cite:lofts:fhg.theopompus:48
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_iii:48,urn:cite:lofts:fhg.theopompus:48
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_iii:48,urn:cite:lofts:fhg.theopompus:48
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_iii:49,urn:cite:lofts:fhg.theopompus:49
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_iii:50,urn:cite:lofts:fhg.theopompus:50
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_iii:51,urn:cite:lofts:fhg.theopompus:51
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_iii:52,urn:cite:lofts:fhg.theopompus:52
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_iii:53,urn:cite:lofts:fhg.theopompus:53
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_iv:54,urn:cite:lofts:fhg.theopompus:54
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_iv:55,urn:cite:lofts:fhg.theopompus:55
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_iv:56,urn:cite:lofts:fhg.theopompus:56
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_v:57,urn:cite:lofts:fhg.theopompus:57
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_v:58,urn:cite:lofts:fhg.theopompus:58
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_v:59,urn:cite:lofts:fhg.theopompus:59
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_v:60,urn:cite:lofts:fhg.theopompus:60
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_v:61,urn:cite:lofts:fhg.theopompus:61
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_vi:62,urn:cite:lofts:fhg.theopompus:62
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_vi:63,urn:cite:lofts:fhg.theopompus:63
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_vi:64,urn:cite:lofts:fhg.theopompus:64
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_viii:65,urn:cite:lofts:fhg.theopompus:65
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_viii:66,urn:cite:lofts:fhg.theopompus:66
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_viii:67,urn:cite:lofts:fhg.theopompus:67
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_viii:68,urn:cite:lofts:fhg.theopompus:68
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_viii:69,urn:cite:lofts:fhg.theopompus:69
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_viii:70,urn:cite:lofts:fhg.theopompus:70
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_viii:71,urn:cite:lofts:fhg.theopompus:71
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_viii:72,urn:cite:lofts:fhg.theopompus:72
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_viii:73,urn:cite:lofts:fhg.theopompus:73
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_viii:74,urn:cite:lofts:fhg.theopompus:74
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_viii:75,urn:cite:lofts:fhg.theopompus:75
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_viii:76,urn:cite:lofts:fhg.theopompus:76
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_viii:77,urn:cite:lofts:fhg.theopompus:77
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_viii:78,urn:cite:lofts:fhg.theopompus:78
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_viii:79,urn:cite:lofts:fhg.theopompus:79
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_viii:80,urn:cite:lofts:fhg.theopompus:80
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_ix:81,urn:cite:lofts:fhg.theopompus:81
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_ix:82,urn:cite:lofts:fhg.theopompus:82
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_ix:83,urn:cite:lofts:fhg.theopompus:83
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_ix:84,urn:cite:lofts:fhg.theopompus:84
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_ix:85,urn:cite:lofts:fhg.theopompus:85
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_ix:86,urn:cite:lofts:fhg.theopompus:86
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_ix:87,urn:cite:lofts:fhg.theopompus:87
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_ix:88,urn:cite:lofts:fhg.theopompus:88
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:89,urn:cite:lofts:fhg.theopompus:89
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:90,urn:cite:lofts:fhg.theopompus:90
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:91,urn:cite:lofts:fhg.theopompus:91
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:92,urn:cite:lofts:fhg.theopompus:92
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:93,urn:cite:lofts:fhg.theopompus:93
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:94,urn:cite:lofts:fhg.theopompus:94
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:95,urn:cite:lofts:fhg.theopompus:95
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:96,urn:cite:lofts:fhg.theopompus:96
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:97,urn:cite:lofts:fhg.theopompus:97
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:98,urn:cite:lofts:fhg.theopompus:98
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:98,urn:cite:lofts:fhg.theopompus:98
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:99,urn:cite:lofts:fhg.theopompus:99
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:100,urn:cite:lofts:fhg.theopompus:100
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:101,urn:cite:lofts:fhg.theopompus:101
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:102,urn:cite:lofts:fhg.theopompus:102
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:103,urn:cite:lofts:fhg.theopompus:103
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:104,urn:cite:lofts:fhg.theopompus:104
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:105,urn:cite:lofts:fhg.theopompus:105
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:106,urn:cite:lofts:fhg.theopompus:106
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:107,urn:cite:lofts:fhg.theopompus:107
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_x:108,urn:cite:lofts:fhg.theopompus:108
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xi:109,urn:cite:lofts:fhg.theopompus:109
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xi:110,urn:cite:lofts:fhg.theopompus:110
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xii:111,urn:cite:lofts:fhg.theopompus:111
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xii:112,urn:cite:lofts:fhg.theopompus:112
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xii:113,urn:cite:lofts:fhg.theopompus:113
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xii:114,urn:cite:lofts:fhg.theopompus:114
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xii:115,urn:cite:lofts:fhg.theopompus:115
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xii:116,urn:cite:lofts:fhg.theopompus:116
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xii:116,urn:cite:lofts:fhg.theopompus:116
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xiii:117,urn:cite:lofts:fhg.theopompus:117
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xiii:117,urn:cite:lofts:fhg.theopompus:117
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xiii:118,urn:cite:lofts:fhg.theopompus:118
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xiii:119,urn:cite:lofts:fhg.theopompus:119
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xiii:120,urn:cite:lofts:fhg.theopompus:120
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xiii:121,urn:cite:lofts:fhg.theopompus:121
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xiii:122,urn:cite:lofts:fhg.theopompus:122
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xiii:123,urn:cite:lofts:fhg.theopompus:123
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xiv:124,urn:cite:lofts:fhg.theopompus:124
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xiv:125,urn:cite:lofts:fhg.theopompus:125
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xv:126,urn:cite:lofts:fhg.theopompus:126
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xv:127,urn:cite:lofts:fhg.theopompus:127
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xv:128,urn:cite:lofts:fhg.theopompus:128
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xv:129,urn:cite:lofts:fhg.theopompus:129
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xv:130,urn:cite:lofts:fhg.theopompus:130
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xv:131,urn:cite:lofts:fhg.theopompus:131
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xv:132,urn:cite:lofts:fhg.theopompus:132
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xvi:133,urn:cite:lofts:fhg.theopompus:133
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xvii:134,urn:cite:lofts:fhg.theopompus:134
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xviii:135,urn:cite:lofts:fhg.theopompus:135
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xix:136,urn:cite:lofts:fhg.theopompus:136
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xx:137,urn:cite:lofts:fhg.theopompus:137
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xx:138,urn:cite:lofts:fhg.theopompus:138
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xx:139,urn:cite:lofts:fhg.theopompus:139
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xxi:140,urn:cite:lofts:fhg.theopompus:140
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xxi:141,urn:cite:lofts:fhg.theopompus:141
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xxi:142,urn:cite:lofts:fhg.theopompus:142
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xxi:143,urn:cite:lofts:fhg.theopompus:143
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xxi:144,urn:cite:lofts:fhg.theopompus:144
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xxi:145,urn:cite:lofts:fhg.theopompus:145
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xxi:146,urn:cite:lofts:fhg.theopompus:146
urn:lofts:fhg.theopompus.theopompi_fragmenta.philippica.liber_xxi:147,urn:cite:lofts:fhg.theopompus:147
